season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
1,0,1,1,5.74,6.06,50,19.9995,0,3,3
1,0,1,1,4.92,7.575,54,8.9981,0,28,28
1,0,1,1,4.92,7.575,54,8.9981,0,72,72
1,0,1,1,5.74,6.82,50,12.998,5,197,202
1,0,1,1,5.74,6.06,50,22.0028,2,137,139
1,0,1,2,6.56,6.82,50,23.9994,2,36,38
1,0,1,2,8.2,8.335,44,30.0026,4,33,37
1,0,1,1,8.2,8.335,44,27.9993,3,49,52
1,0,1,1,9.02,9.85,41,30.0026,2,81,83
1,0,1,1,9.02,9.85,41,26.0027,3,39,42
1,0,1,1,9.84,10.605,38,19.9995,5,55,60
1,0,1,1,9.84,10.605,38,23.9994,2,76,78
1,0,1,1,8.2,9.09,40,19.0012,4,158,162
1,0,1,1,8.2,9.09,40,22.0028,3,141,144
1,0,1,1,6.56,7.575,47,16.9979,1,98,99
1,0,1,1,6.56,7.575,47,15.0013,0,64,64
1,0,1,1,5.74,6.06,46,19.9995,0,40,40
1,0,1,1,5.74,6.06,46,22.0028,0,30,30
1,0,1,1,4.92,6.82,50,12.998,1,14,15
1,0,1,1,4.92,6.82,50,12.998,0,14,14
1,0,1,1,4.1,6.06,54,11.0014,0,5,5
1,0,1,1,4.1,6.06,54,8.9981,0,1,1
1,0,1,1,4.1,6.82,54,7.0015,0,1,1
1,0,1,1,4.1,6.82,54,6.0032,0,8,8
1,0,1,1,4.1,9.09,54,0,0,17,17
1,0,1,1,4.1,6.06,74,11.0014,0,70,70
1,0,1,1,4.92,8.335,68,0,2,156,158
1,0,1,1,5.74,7.575,69,8.9981,0,117,117
1,0,1,1,7.38,9.09,55,12.998,4,40,44
1,0,1,1,7.38,8.335,51,19.0012,6,47,53
1,0,1,1,8.2,9.85,44,16.9979,2,59,61
1,0,1,1,9.02,9.85,37,26.0027,4,73,77
1,0,1,1,9.02,10.605,41,19.0012,5,59,64
1,0,1,1,9.84,12.12,38,11.0014,9,59,68
1,0,1,1,9.02,12.12,41,7.0015,3,87,90
1,0,1,1,9.02,11.365,41,11.0014,4,155,159
1,0,1,1,8.2,12.88,47,0,5,134,139
1,0,1,1,6.56,9.85,59,6.0032,3,89,92
1,0,1,1,7.38,12.12,59,0,0,68,68
1,0,1,1,6.56,11.365,69,0,4,48,52
1,0,1,2,6.56,11.365,69,0,2,34,36
1,0,1,2,7.38,12.12,55,0,1,26,27
1,0,0,1,7.38,12.12,55,0,3,25,28
1,0,0,2,6.56,9.85,59,6.0032,2,18,20
1,0,0,2,6.56,9.85,59,6.0032,0,12,12
1,0,0,2,6.56,11.365,59,0,1,7,8
1,0,0,2,6.56,11.365,59,0,0,5,5
1,0,0,1,6.56,11.365,59,0,0,1,1
1,0,0,1,5.74,8.335,63,7.0015,1,2,3
1,0,0,1,5.74,10.605,63,0,1,9,10
1,0,0,1,5.74,7.575,63,8.9981,1,22,23
1,0,0,1,6.56,9.09,64,8.9981,2,31,33
1,0,0,1,7.38,9.85,59,11.0014,2,57,59
1,0,0,1,8.2,9.85,55,15.0013,18,54,72
1,0,0,1,9.84,11.365,48,15.0013,15,74,89
1,0,0,1,11.48,12.88,38,19.9995,21,80,101
1,0,0,1,12.3,14.395,39,19.0012,26,92,118
1,0,0,2,13.12,15.91,36,12.998,21,108,129
1,0,0,2,13.94,16.665,34,12.998,33,95,128
1,0,0,2,13.12,15.15,36,19.0012,29,54,83
1,0,0,2,12.3,14.395,45,16.9979,15,69,84
1,0,0,2,13.12,15.15,39,16.9979,14,60,74
1,0,0,2,13.12,15.15,39,16.9979,6,35,41
1,0,0,2,13.12,15.15,39,15.0013,6,51,57
1,0,0,2,12.3,15.91,42,7.0015,0,26,26
1,0,0,1,12.3,14.395,45,19.0012,5,39,44
1,0,0,1,10.66,15.15,56,0,6,33,39
1,0,0,1,10.66,13.635,56,8.9981,4,19,23
1,0,0,1,10.66,14.395,56,6.0032,3,13,16
1,0,0,1,9.02,13.635,69,0,9,6,15
1,0,0,1,10.66,12.88,56,11.0014,0,1,1
1,0,0,2,10.66,12.88,56,11.0014,1,1,2
1,0,0,2,10.66,12.88,56,11.0014,0,1,1
1,0,0,2,9.84,10.605,56,19.9995,0,3,3
1,0,0,1,9.02,10.605,55,19.0012,0,18,18
1,0,0,1,9.02,10.605,51,16.9979,3,29,32
1,0,0,1,9.02,10.605,51,19.0012,8,71,79
1,0,0,1,9.84,11.365,44,16.9979,23,70,93
1,0,0,1,9.84,10.605,41,19.0012,29,75,104
1,0,0,1,10.66,11.365,35,19.9995,23,95,118
1,0,0,1,11.48,13.635,36,16.9979,22,69,91
1,0,0,1,10.66,12.12,38,16.9979,35,78,113
1,0,0,1,9.84,11.365,38,15.0013,22,77,99
1,0,0,1,9.02,10.605,37,16.9979,23,82,105
1,0,0,1,8.2,10.605,40,11.0014,11,56,67
1,0,0,1,7.38,9.85,47,8.9981,14,47,61
1,0,0,1,7.38,9.85,47,11.0014,7,50,57
1,0,0,1,7.38,9.85,51,11.0014,6,22,28
1,0,0,2,8.2,10.605,49,8.9981,2,19,21
1,0,0,2,8.2,11.365,40,7.0015,0,18,18
1,1,0,2,8.2,9.85,47,15.0013,1,16,17
1,1,0,2,8.2,9.85,44,12.998,1,15,16
1,1,0,2,7.38,8.335,43,16.9979,0,8,8
1,1,0,2,7.38,9.09,43,12.998,0,2,2
1,1,0,2,7.38,9.85,43,8.9981,1,2,3
1,1,0,2,7.38,9.85,43,11.0014,0,1,1
1,1,0,2,7.38,9.09,43,12.998,0,5,5
1,1,0,2,6.56,9.09,50,8.9981,4,9,13
1,1,0,2,6.56,7.575,47,15.0013,3,30,33
1,1,0,2,6.56,7.575,47,15.0013,8,39,47
1,1,0,2,6.56,7.575,50,16.9979,7,50,57
1,1,0,2,6.56,7.575,55,12.998,9,55,64
1,1,0,2,7.38,9.85,47,8.9981,10,70,80
1,1,0,2,7.38,9.85,47,8.9981,13,80,93
1,1,0,2,7.38,10.605,43,7.0015,12,74,86
1,1,0,2,8.2,10.605,47,11.0014,21,72,93
1,1,0,2,8.2,10.605,47,11.0014,6,76,82
1,1,0,1,8.2,9.85,51,12.998,4,67,71
1,1,0,2,7.38,8.335,55,16.9979,7,85,92
1,1,0,3,7.38,9.09,59,12.998,2,58,60
1,1,0,3,6.56,7.575,80,12.998,4,29,33
1,1,0,3,6.56,7.575,80,12.998,3,24,27
1,1,0,3,5.74,6.06,93,16.9979,0,13,13
1,1,0,3,6.56,6.82,86,19.0012,1,3,4
1,0,1,2,8.2,9.09,86,22.0028,0,3,3
1,0,1,2,8.2,9.85,86,15.0013,0,22,22
1,0,1,2,9.02,11.365,80,11.0014,2,26,28
1,0,1,2,9.02,11.365,87,11.0014,3,32,35
1,0,1,2,9.02,11.365,87,12.998,0,61,61
1,0,1,2,9.02,11.365,82,12.998,1,124,125
1,0,1,2,9.02,11.365,80,11.0014,1,132,133
1,0,1,2,9.02,11.365,80,8.9981,1,98,99
1,0,1,2,9.02,13.635,87,0,0,83,83
1,0,1,2,9.02,12.12,93,7.0015,0,41,41
1,0,1,2,9.02,12.88,93,6.0032,0,33,33
1,0,1,2,9.02,13.635,93,0,1,19,20
1,0,1,2,9.02,13.635,93,0,0,3,3
1,0,1,3,9.02,11.365,93,8.9981,1,6,7
1,0,1,3,9.02,11.365,93,8.9981,0,3,3
1,0,1,3,9.02,11.365,93,8.9981,1,1,2
1,0,1,2,9.02,12.88,93,6.0032,0,7,7
1,0,1,2,9.02,12.88,93,6.0032,0,32,32
1,0,1,2,9.84,12.88,92,7.0015,1,89,90
1,0,1,2,9.84,12.88,93,7.0015,1,196,197
1,0,1,2,9.84,12.88,93,7.0015,2,107,109
1,0,1,2,10.66,13.635,93,8.9981,1,46,47
1,0,1,2,11.48,15.15,87,6.0032,5,47,52
1,0,1,2,12.3,15.91,81,6.0032,5,65,70
1,0,1,1,16.4,20.455,62,19.0012,11,67,78
1,0,1,1,16.4,20.455,58,16.9979,7,68,75
1,0,1,1,16.4,20.455,54,19.0012,4,78,82
1,0,1,1,15.58,19.695,58,26.0027,10,94,104
1,0,1,1,14.76,16.665,57,22.0028,7,190,197
1,0,1,1,13.94,15.91,61,19.0012,5,156,161
1,0,1,1,13.12,14.395,57,27.9993,4,108,112
1,0,1,1,13.12,15.15,49,19.9995,2,74,76
1,0,1,1,13.12,14.395,49,27.9993,4,55,59
1,0,1,1,12.3,15.15,52,11.0014,6,53,59
1,0,1,1,12.3,13.635,52,31.0009,1,27,28
1,0,1,1,10.66,11.365,56,26.0027,5,8,13
1,0,1,1,10.66,13.635,56,0,2,3,5
1,0,1,1,10.66,13.635,56,0,0,2,2
1,0,1,1,10.66,12.88,56,11.0014,0,1,1
1,0,1,1,10.66,12.88,56,11.0014,0,1,1
1,0,1,1,9.84,11.365,60,15.0013,0,6,6
1,0,1,1,9.02,10.605,60,15.0013,0,35,35
1,0,1,1,9.02,10.605,55,15.0013,1,100,101
1,0,1,1,9.02,10.605,55,19.0012,2,247,249
1,0,1,2,9.84,11.365,52,15.0013,3,140,143
1,0,1,1,10.66,11.365,48,19.9995,1,56,57
1,0,1,2,11.48,13.635,45,11.0014,5,63,68
1,0,1,2,12.3,16.665,42,0,7,77,84
1,0,1,2,11.48,14.395,45,7.0015,12,86,98
1,0,1,2,12.3,15.15,45,8.9981,6,75,81
1,0,1,2,13.12,15.91,45,12.998,8,62,70
1,0,1,2,12.3,15.15,49,8.9981,8,83,91
1,0,1,2,12.3,15.91,49,7.0015,8,207,215
1,0,1,2,10.66,12.88,56,12.998,1,184,185
1,0,1,1,10.66,11.365,56,22.0028,6,146,152
1,0,1,2,10.66,12.12,60,19.0012,2,124,126
1,0,1,2,9.84,11.365,60,16.9979,3,54,57
1,0,1,2,9.84,10.605,65,19.0012,0,56,56
1,0,1,2,9.84,10.605,65,22.0028,3,28,31
1,0,1,2,9.84,11.365,70,16.9979,1,20,21
1,0,1,2,9.84,11.365,70,16.9979,0,6,6
1,0,1,3,9.84,12.12,75,11.0014,0,2,2
1,0,1,3,9.02,10.605,80,19.9995,0,1,1
1,0,1,2,9.02,12.88,87,6.0032,0,1,1
1,0,1,1,9.84,9.85,60,27.9993,1,4,5
1,0,1,1,9.02,10.605,55,16.9979,0,27,27
1,0,1,1,8.2,9.09,51,19.0012,2,66,68
1,0,1,1,8.2,9.09,47,22.0028,7,210,217
1,0,1,1,8.2,9.09,51,23.9994,7,159,166
1,0,1,1,8.2,8.335,47,31.0009,6,57,63
1,0,1,1,9.02,9.09,41,31.0009,6,53,59
1,0,1,1,9.02,9.09,27,39.0007,11,67,78
1,0,1,1,8.2,7.575,21,39.0007,8,65,73
1,0,1,1,8.2,7.575,25,35.0008,6,56,62
1,0,1,1,6.56,6.06,26,30.0026,4,61,65
1,0,1,1,6.56,6.82,26,23.9994,0,97,97
1,0,1,1,5.74,6.06,28,23.9994,10,151,161
1,0,1,1,4.92,6.06,30,16.9979,1,119,120
1,0,1,1,4.92,5.305,30,22.0028,3,93,96
1,0,1,1,4.1,3.79,33,27.9993,1,52,53
1,0,1,1,3.28,3.79,38,19.0012,0,41,41
1,0,1,1,2.46,1.515,41,26.0027,1,33,34
1,0,1,1,2.46,2.275,38,22.0028,0,27,27
1,0,0,1,1.64,1.515,45,16.9979,0,13,13
1,0,0,2,1.64,0,41,26.0027,3,9,12
1,0,0,2,1.64,1.515,41,16.9979,0,11,11
1,0,0,2,1.64,1.515,41,19.0012,1,6,7
1,0,0,2,0.82,0.76,48,19.9995,0,3,3
1,0,0,2,0.82,1.515,44,15.0013,0,2,2
1,0,0,1,0.82,0.76,44,19.0012,0,8,8
